,house,country,hh_size,migrant_num,wealth_index,remit,municipality,lat,long,district,lat_SPEI,long_SPEI,pop_cent_lat,pop_cent_long,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
1659,1705,south_africa,2,0,-2.0010417187308907,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1660,1706,south_africa,5,0,-1.0754111243456987,1.0,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1661,1707,south_africa,3,0,-2.183590275807469,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1662,1708,south_africa,6,0,-1.9180174256669411,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1663,1709,south_africa,5,0,-2.4623322872701245,1.0,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1664,1710,south_africa,7,0,-1.5723147367146877,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1665,1711,south_africa,11,0,-0.4397552881445584,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1666,1712,south_africa,1,0,-0.7115554468254561,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1667,1713,south_africa,3,0,-2.845608096345263,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1668,1714,south_africa,1,0,-3.407694656002302,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1669,1715,south_africa,2,0,-3.407694656002302,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1670,1716,south_africa,3,0,0.5860754250737642,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1671,1717,south_africa,2,0,-2.6002833410840016,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1672,1718,south_africa,3,0,1.2712091434325203,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1673,1719,south_africa,6,0,-2.135971746442951,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1674,1720,south_africa,6,0,-0.8583843612590395,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1675,1721,south_africa,4,0,-0.4397552881445584,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1676,1722,south_africa,11,0,-1.2731173502424424,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1677,1723,south_africa,4,0,0.2739493757600039,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1678,1724,south_africa,1,0,-1.215770565161755,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1679,1725,south_africa,4,0,-2.3290078386431565,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1680,1726,south_africa,7,0,-3.2289409520087333,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1681,1727,south_africa,10,0,-4.095772547383835,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1682,1728,south_africa,5,0,-2.9463928019072263,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1683,1729,south_africa,4,0,-3.4706042463063214,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1684,1730,south_africa,5,0,-3.460116711182694,,thabazimbi,-24.5437,27.1865,waterberg district municipality,-24.55,27.2,-24.81441242,27.20426881,-1.5524044632911682,-1.807425320148468,3.5,0.4,-5.352905035018921,-0.3999999999999999,314279008.02559364,0.23293166541261084,-0.3768304479107043
1685,1731,south_africa,3,0,2.867436845022618,,lephalale,-23.6763,27.7974,waterberg district municipality,-23.7,27.8,-23.77992506,27.6869489,-1.4730754295984905,-1.5905052820841472,2.0,0.6,-3.0124964714050293,-0.5999999999999999,320823946.9351148,0.21719807933925583,1.1908742614164618
1686,1732,south_africa,2,0,3.18974268514795,,lephalale,-23.6763,27.7974,waterberg district municipality,-23.7,27.8,-23.77992506,27.6869489,-1.4730754295984905,-1.5905052820841472,2.0,0.6,-3.0124964714050293,-0.5999999999999999,320823946.9351148,0.21719807933925583,1.1908742614164618
1687,1733,south_africa,4,0,3.2668012715392694,,lephalale,-23.6763,27.7974,waterberg district municipality,-23.7,27.8,-23.77992506,27.6869489,-1.4730754295984905,-1.5905052820841472,2.0,0.6,-3.0124964714050293,-0.5999999999999999,320823946.9351148,0.21719807933925583,1.1908742614164618
1688,1734,south_africa,3,0,2.512207774492441,1.0,lephalale,-23.6763,27.7974,waterberg district municipality,-23.7,27.8,-23.77992506,27.6869489,-1.4730754295984905,-1.5905052820841472,2.0,0.6,-3.0124964714050293,-0.5999999999999999,320823946.9351148,0.21719807933925583,1.1908742614164618
1689,1735,south_africa,2,0,1.654332197439602,,lephalale,-23.6763,27.7974,waterberg district municipality,-23.7,27.8,-23.77992506,27.6869489,-1.4730754295984905,-1.5905052820841472,2.0,0.6,-3.0124964714050293,-0.5999999999999999,320823946.9351148,0.21719807933925583,1.1908742614164618
1690,1736,south_africa,3,0,-1.601063497118355,,lephalale,-23.6763,27.7974,waterberg district municipality,-23.7,27.8,-23.77992506,27.6869489,-1.4730754295984905,-1.5905052820841472,2.0,0.6,-3.0124964714050293,-0.5999999999999999,320823946.9351148,0.21719807933925583,1.1908742614164618
1691,1737,south_africa,3,0,-0.7405076502220382,,lephalale,-23.6763,27.7974,waterberg district municipality,-23.7,27.8,-23.77992506,27.6869489,-1.4730754295984905,-1.5905052820841472,2.0,0.6,-3.0124964714050293,-0.5999999999999999,320823946.9351148,0.21719807933925583,1.1908742614164618
1692,1738,south_africa,2,0,-1.16661870682432,,lephalale,-23.6763,27.7974,waterberg district municipality,-23.7,27.8,-23.77992506,27.6869489,-1.4730754295984905,-1.5905052820841472,2.0,0.6,-3.0124964714050293,-0.5999999999999999,320823946.9351148,0.21719807933925583,1.1908742614164618
1693,1739,south_africa,3,0,-1.32073587960696,,lephalale,-23.6763,27.7974,waterberg district municipality,-23.7,27.8,-23.77992506,27.6869489,-1.4730754295984905,-1.5905052820841472,2.0,0.6,-3.0124964714050293,-0.5999999999999999,320823946.9351148,0.21719807933925583,1.1908742614164618
1694,1740,south_africa,2,0,-1.475914002198287,,lephalale,-23.6763,27.7974,waterberg district municipality,-23.7,27.8,-23.77992506,27.6869489,-1.4730754295984905,-1.5905052820841472,2.0,0.6,-3.0124964714050293,-0.5999999999999999,320823946.9351148,0.21719807933925583,1.1908742614164618
1695,1741,south_africa,1,0,-0.9097567521865862,,lephalale,-23.6763,27.7974,waterberg district municipality,-23.7,27.8,-23.77992506,27.6869489,-1.4730754295984905,-1.5905052820841472,2.0,0.6,-3.0124964714050293,-0.5999999999999999,320823946.9351148,0.21719807933925583,1.1908742614164618
1696,1742,south_africa,2,0,0.9230141423598808,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1697,1743,south_africa,4,0,0.3569280743371078,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1698,1744,south_africa,4,0,3.255792902054796,1.0,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1699,1745,south_africa,5,0,2.492943127894611,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1700,1746,south_africa,3,0,0.4033873067453178,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1701,1747,south_africa,2,0,-2.010285957954249,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1702,1748,south_africa,3,0,1.80813431932498,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1703,1749,south_africa,1,0,-2.0781003051222107,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1704,1750,south_africa,4,0,2.8019370465899964,1.0,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1705,1751,south_africa,2,0,-2.747636911757638,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1706,1752,south_africa,2,0,3.4402605924469905,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1707,1753,south_africa,2,0,2.726555928542428,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1708,1754,south_africa,3,0,3.4325547338078577,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1709,1755,south_africa,2,1,1.8356552430361657,1.0,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1710,1756,south_africa,2,0,0.9461317182772768,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1711,1757,south_africa,3,0,1.9418597956402623,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1712,1758,south_africa,4,1,3.417143016529594,1.0,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1713,1759,south_africa,3,0,3.4402605924469905,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1714,1760,south_africa,2,0,1.844738262422671,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1715,1761,south_africa,3,0,1.816390596438336,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1716,1762,south_africa,3,0,3.4209959458491603,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1717,1763,south_africa,4,0,3.417143016529594,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1718,1764,south_africa,2,0,0.9461317182772768,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1719,1765,south_africa,3,0,2.718850069903296,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1720,1766,south_africa,2,0,2.595906933407663,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1721,1767,south_africa,5,0,2.5530966076347075,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1722,1768,south_africa,2,0,2.2993993965974497,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1723,1769,south_africa,4,0,2.578782803098481,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1724,1770,south_africa,2,0,0.950412750854572,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1725,1771,south_africa,5,0,3.414574396983217,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1726,1772,south_africa,3,0,3.427417494715104,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1727,1773,south_africa,3,1,3.00539820186288,1.0,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1728,1774,south_africa,3,0,1.7381344371317755,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1729,1775,south_africa,2,0,3.4402605924469905,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1730,1776,south_africa,1,0,-0.0317859012701596,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1731,1777,south_africa,3,2,-0.2437745153735401,1.0,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1732,1778,south_africa,1,0,0.989838057302421,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1733,1779,south_africa,1,0,-2.1551588915135307,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1734,1780,south_africa,7,0,0.8305438386902965,,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1735,1781,south_africa,7,1,-0.5853450020967012,1.0,mookgopong,-24.5508,28.8586,waterberg district municipality,-24.55,28.85,-24.81441242,28.99911141,-1.4994271993637085,-1.6904980341593425,2.3333333333333335,0.6,-3.6656120220820108,-0.5999999999999999,319211784.2177474,0.19678019110907394,-0.34744806588119254
1736,1782,south_africa,4,1,-0.8743922025914017,1.0,modimolle,-24.4465,28.184,waterberg district municipality,-24.45,28.2,-24.23882542,28.24100309,-1.6390982468922932,-1.8607805172602336,2.6666666666666665,0.6,-4.452606876691182,-0.5999999999999999,278427912.56174076,0.213177637907311,0.2679867566747092
1737,1784,south_africa,4,0,-0.0317859012701596,,modimolle,-24.4465,28.184,waterberg district municipality,-24.45,28.2,-24.23882542,28.24100309,-1.6390982468922932,-1.8607805172602336,2.6666666666666665,0.6,-4.452606876691182,-0.5999999999999999,278427912.56174076,0.213177637907311,0.2679867566747092
1738,1785,south_africa,7,0,-1.6581481068356438,,modimolle,-24.4465,28.184,waterberg district municipality,-24.45,28.2,-24.23882542,28.24100309,-1.6390982468922932,-1.8607805172602336,2.6666666666666665,0.6,-4.452606876691182,-0.5999999999999999,278427912.56174076,0.213177637907311,0.2679867566747092
1739,1786,south_africa,9,0,-0.8935793476619815,,modimolle,-24.4465,28.184,waterberg district municipality,-24.45,28.2,-24.23882542,28.24100309,-1.6390982468922932,-1.8607805172602336,2.6666666666666665,0.6,-4.452606876691182,-0.5999999999999999,278427912.56174076,0.213177637907311,0.2679867566747092
1740,1787,south_africa,1,0,-0.5785998314084597,,modimolle,-24.4465,28.184,waterberg district municipality,-24.45,28.2,-24.23882542,28.24100309,-1.6390982468922932,-1.8607805172602336,2.6666666666666665,0.6,-4.452606876691182,-0.5999999999999999,278427912.56174076,0.213177637907311,0.2679867566747092
1741,1789,south_africa,2,0,1.2435668490139642,,modimolle,-24.4465,28.184,waterberg district municipality,-24.45,28.2,-24.23882542,28.24100309,-1.6390982468922932,-1.8607805172602336,2.6666666666666665,0.6,-4.452606876691182,-0.5999999999999999,278427912.56174076,0.213177637907311,0.2679867566747092
1742,1790,south_africa,4,1,-0.0317859012701596,1.0,modimolle,-24.4465,28.184,waterberg district municipality,-24.45,28.2,-24.23882542,28.24100309,-1.6390982468922932,-1.8607805172602336,2.6666666666666665,0.6,-4.452606876691182,-0.5999999999999999,278427912.56174076,0.213177637907311,0.2679867566747092
1743,1791,south_africa,4,0,-0.2180883199097668,,modimolle,-24.4465,28.184,waterberg district municipality,-24.45,28.2,-24.23882542,28.24100309,-1.6390982468922932,-1.8607805172602336,2.6666666666666665,0.6,-4.452606876691182,-0.5999999999999999,278427912.56174076,0.213177637907311,0.2679867566747092
1744,1792,south_africa,5,0,0.2384554446680949,,modimolle,-24.4465,28.184,waterberg district municipality,-24.45,28.2,-24.23882542,28.24100309,-1.6390982468922932,-1.8607805172602336,2.6666666666666665,0.6,-4.452606876691182,-0.5999999999999999,278427912.56174076,0.213177637907311,0.2679867566747092
1745,1793,south_africa,6,0,0.0067433919255003,,modimolle,-24.4465,28.184,waterberg district municipality,-24.45,28.2,-24.23882542,28.24100309,-1.6390982468922932,-1.8607805172602336,2.6666666666666665,0.6,-4.452606876691182,-0.5999999999999999,278427912.56174076,0.213177637907311,0.2679867566747092
1746,1795,south_africa,1,0,-0.0382849516633531,,modimolle,-24.4465,28.184,waterberg district municipality,-24.45,28.2,-24.23882542,28.24100309,-1.6390982468922932,-1.8607805172602336,2.6666666666666665,0.6,-4.452606876691182,-0.5999999999999999,278427912.56174076,0.213177637907311,0.2679867566747092
1747,1796,south_africa,3,0,0.0645373317189904,,modimolle,-24.4465,28.184,waterberg district municipality,-24.45,28.2,-24.23882542,28.24100309,-1.6390982468922932,-1.8607805172602336,2.6666666666666665,0.6,-4.452606876691182,-0.5999999999999999,278427912.56174076,0.213177637907311,0.2679867566747092
1748,1797,south_africa,6,0,1.292910831504207,,modimolle,-24.4465,28.184,waterberg district municipality,-24.45,28.2,-24.23882542,28.24100309,-1.6390982468922932,-1.8607805172602336,2.6666666666666665,0.6,-4.452606876691182,-0.5999999999999999,278427912.56174076,0.213177637907311,0.2679867566747092
1749,1798,south_africa,1,0,0.4326094999810548,,modimolle,-24.4465,28.184,waterberg district municipality,-24.45,28.2,-24.23882542,28.24100309,-1.6390982468922932,-1.8607805172602336,2.6666666666666665,0.6,-4.452606876691182,-0.5999999999999999,278427912.56174076,0.213177637907311,0.2679867566747092
1750,1799,south_africa,2,0,-1.2264502244381903,,modimolle,-24.4465,28.184,waterberg district municipality,-24.45,28.2,-24.23882542,28.24100309,-1.6390982468922932,-1.8607805172602336,2.6666666666666665,0.6,-4.452606876691182,-0.5999999999999999,278427912.56174076,0.213177637907311,0.2679867566747092
